id,subject,chapter,topic,question,optionA,optionB,optionC,optionD,answer,explanation
bio_gen_038,Biology,Genetics,Transcription,mRNA synthesized by?,DNA polymerase,RNA polymerase,Helicase,Topoisomerase,B,RNA polymerase II Common trap: picking a value close to the correct one without applying the formula.
bio_gen_039,Biology,Genetics,Translation,tRNA function?,Carries amino acids,Synthesizes DNA,Degrades RNA,Stores energy,A,tRNA brings amino acids Common trap: picking a value close to the correct one without applying the formula.
bio_gen_040,Biology,Genetics,Translation,Ribosomes made of?,DNA+RNA,Protein+RNA,Only DNA,Only RNA,B,Ribosomal RNA+protein Common trap: picking a value close to the correct one without applying the formula.
bio_gen_041,Biology,Genetics,Mendel,Monohybrid ratio?,01:02:01,9:3:3:1,3:1,2:1,C,Monohybrid = 3:1 phenotype Common trap: picking a value close to the correct one without applying the formula.
bio_gen_042,Biology,Genetics,Mendel,Dihybrid ratio?,3:1,01:02:01,9:3:3:1,2:1,C,Mendel’s law dihybrid = 9:3:3:1 Common trap: picking a value close to the correct one without applying the formula.
bio_gen_043,Biology,Genetics,Mendel,Law of segregation?,Alleles separate,Genes disappear,Traits blend,Alleles mix,A,Alleles separate during gametes Common trap: picking a value close to the correct one without applying the formula.
bio_gen_044,Biology,Genetics,Mutation,Point mutation example?,Deletion,Substitution,Inversion,Translocation,B,Single base substitution Common trap: picking a value close to the correct one without applying the formula.
bio_gen_045,Biology,Genetics,Mutation,Sickle cell anemia due to?,Deletion,Substitution,Inversion,Duplication,B,Glutamic→Valine Common trap: picking a value close to the correct one without applying the formula.
bio_gen_046,Biology,Genetics,Mutation,Mutagen example?,Heat,UV light,Sound,Pressure,B,UV is mutagen Common trap: picking a value close to the correct one without applying the formula.
bio_gen_047,Biology,Genetics,Mutation,Silent mutation changes?,Phenotype,Protein,Genotype only,Nothing observable,C,No phenotype change Common trap: picking a value close to the correct one without applying the formula.
bio_gen_048,Biology,Genetics,Chromosomes,Human haploid number?,23,46,44,22,A,Gametes=23 Common trap: picking a value close to the correct one without applying the formula.
bio_gen_049,Biology,Genetics,Chromosomes,Down syndrome due to?,Trisomy 18,Trisomy 13,Trisomy 21,Monosomy X,C,Extra chr 21 Common trap: picking a value close to the correct one without applying the formula.
bio_gen_050,Biology,Genetics,Chromosomes,Turner’s syndrome?,45XO,47XXY,47XY,46XX,A,Monosomy X Common trap: picking a value close to the correct one without applying the formula.
bio_cell_051,Biology,Cell Biology,Organelles,Powerhouse of cell?,Nucleus,Mitochondria,Ribosome,Golgi,B,Mitochondria=ATP Common trap: picking a value close to the correct one without applying the formula.
bio_cell_052,Biology,Cell Biology,Organelles,Ribosomes site of?,DNA replication,Protein synthesis,RNA transcription,Photosynthesis,B,Protein synthesis Common trap: picking a value close to the correct one without applying the formula.
bio_cell_053,Biology,Cell Biology,Organelles,Photosynthesis site?,Chloroplast,Ribosome,Endoplasmic reticulum,Nucleus,A,Chloroplast Common trap: picking a value close to the correct one without applying the formula.
bio_cell_054,Biology,Cell Biology,Organelles,Lysosomes called?,Powerhouse,Suicide bags,Storage,Factory,B,Contain hydrolytic enzymes Common trap: picking a value close to the correct one without applying the formula.
bio_cell_055,Biology,Cell Biology,Organelles,Golgi apparatus function?,Protein synthesis,Secretion,Genetic control,Respiration,B,Packaging+secretion Common trap: picking a value close to the correct one without applying the formula.
bio_cell_056,Biology,Cell Biology,Membrane,Fluid mosaic model given by?,Watson+Crick,Singer+Nicolson,Meselson+Stahl,Darwin,B,Singer+Nicolson model Common trap: picking a value close to the correct one without applying the formula.
bio_cell_057,Biology,Cell Biology,Membrane,Membrane mainly?,Carbohydrate,Protein+Lipid,Nucleic acid,Starch,B,Phospholipid bilayer+proteins Common trap: picking a value close to the correct one without applying the formula.
bio_cell_058,Biology,Cell Biology,Cytoskeleton,Microtubules made of?,Actin,Tubulin,Keratin,Myosin,B,Tubulin dimers Common trap: picking a value close to the correct one without applying the formula.
bio_cell_059,Biology,Cell Biology,Nucleus,Chromatin types?,Euchromatin+Heterochromatin,Only DNA,Only RNA,Proteins only,A,Two forms of chromatin Common trap: picking a value close to the correct one without applying the formula.
bio_cell_060,Biology,Cell Biology,Nucleus,Nucleolus makes?,DNA,RNA,rRNA,Protein,C,Site of rRNA synthesis Common trap: picking a value close to the correct one without applying the formula.
bio_phy_041,Biology,Human Physiology,Digestive,Enzyme digesting protein?,Amylase,Lipase,Pepsin,Maltase,C,Pepsin acts on proteins Common trap: picking a value close to the correct one without applying the formula.
bio_phy_042,Biology,Human Physiology,Digestive,Bile helps digest?,Carbohydrate,Fat,Protein,Vitamins,B,Emulsifies fats Common trap: picking a value close to the correct one without applying the formula.
bio_phy_043,Biology,Human Physiology,Circulatory,Normal BP?,120/80,140/90,100/70,160/100,A,Average 120/80 mmHg Common trap: picking a value close to the correct one without applying the formula.
bio_phy_044,Biology,Human Physiology,Circulatory,Largest artery?,Vein,Aorta,Pulmonary vein,Capillary,B,Aorta largest Common trap: picking a value close to the correct one without applying the formula.
bio_phy_045,Biology,Human Physiology,Circulatory,Heart sound ‘lub’?,Closure AV valves,Closure semilunar,Opening valves,Muscle contraction,A,Lub=AV valve closure Common trap: picking a value close to the correct one without applying the formula.
bio_phy_046,Biology,Human Physiology,Respiratory,Exchange in alveoli via?,Diffusion,Osmosis,Active transport,Filtration,A,Passive diffusion Common trap: picking a value close to the correct one without applying the formula.
bio_phy_047,Biology,Human Physiology,Respiratory,CO₂ carried mainly as?,Carbamino Hb,Bicarbonate,Plasma,Carbonic acid,B,70% bicarbonate Common trap: picking a value close to the correct one without applying the formula.
bio_phy_048,Biology,Human Physiology,Nervous,CNS consists of?,Brain+Spinal cord,Brain only,Spinal only,Nerves,A,Brain+spinal cord Common trap: picking a value close to the correct one without applying the formula.
bio_phy_049,Biology,Human Physiology,Nervous,Functional unit of nervous system?,Neuron,Glia,Axon,Dendrite,A,Neuron is unit Common trap: picking a value close to the correct one without applying the formula.
bio_phy_050,Biology,Human Physiology,Nervous,Impulse conduction fastest in?,Unmyelinated,Myelinated,Short axon,Cell body,B,Saltatory conduction Common trap: picking a value close to the correct one without applying the formula.
bio_phy_051,Biology,Human Physiology,Excretion,Functional unit kidney?,Neuron,Nephron,Glomerulus,Alveoli,B,Nephron filters blood Common trap: picking a value close to the correct one without applying the formula.
bio_phy_052,Biology,Human Physiology,Excretion,Urea formed in?,Kidney,Liver,Heart,Pancreas,B,Urea cycle in liver Common trap: picking a value close to the correct one without applying the formula.
bio_phy_053,Biology,Human Physiology,Endocrine,Insulin secreted by?,α cells,β cells,δ cells,γ cells,B,β cells of pancreas Common trap: picking a value close to the correct one without applying the formula.
bio_phy_054,Biology,Human Physiology,Endocrine,Thyroxine from?,Pituitary,Thyroid,Pancreas,Adrenal,B,Thyroid gland Common trap: picking a value close to the correct one without applying the formula.
bio_phy_055,Biology,Human Physiology,Endocrine,Adrenaline role?,Raises BP,Lowers BP,Stores sugar,Digestion,A,Fight-or-flight hormone Common trap: picking a value close to the correct one without applying the formula.
bio_phy_056,Biology,Human Physiology,Reproductive,Male gametes?,Ova,Sperm,Embryo,Zygote,B,Sperm in males Common trap: picking a value close to the correct one without applying the formula.
bio_phy_057,Biology,Human Physiology,Reproductive,Female gametes?,Egg,Ovum,Oocyte,All,D,All terms used Common trap: picking a value close to the correct one without applying the formula.
bio_phy_058,Biology,Human Physiology,Reproductive,Site fertilization?,Ovary,Oviduct,Uterus,Vagina,B,Fertilization in oviduct Common trap: picking a value close to the correct one without applying the formula.
bio_phy_059,Biology,Human Physiology,Reproductive,Placenta connects?,Mother-Fetus,Fetus-Fetus,Mother-Uterus,Embryo-Egg,A,Placenta links mother and child Common trap: picking a value close to the correct one without applying the formula.
bio_phy_060,Biology,Human Physiology,Reproductive,Hormone for milk?,Estrogen,Progesterone,Prolactin,LH,C,Prolactin Common trap: picking a value close to the correct one without applying the formula.
bio_eco_041,Biology,Ecology,Pollution,Ozone hole due to?,CO₂,CFCs,SO₂,NO₂,B,CFCs deplete ozone Common trap: picking a value close to the correct one without applying the formula.
bio_eco_042,Biology,Ecology,Pollution,Greenhouse gas?,CO₂,O₂,N₂,H₂O,A,CO₂ is major GHG Common trap: picking a value close to the correct one without applying the formula.
bio_eco_043,Biology,Ecology,Pollution,DDT harmful because?,Biodegradable,Biomagnifies,Insoluble,Inorganic,B,Biomagnification Common trap: picking a value close to the correct one without applying the formula.
bio_eco_044,Biology,Ecology,Ecosystem,Primary producers?,Animals,Plants,Fungi,Decomposers,B,Plants Common trap: picking a value close to the correct one without applying the formula.
bio_eco_045,Biology,Ecology,Ecosystem,Decomposers?,Bacteria,Fungi,Earthworm,All,D,All act as decomposers Common trap: picking a value close to the correct one without applying the formula.
bio_eco_046,Biology,Ecology,Biodiversity,Biosphere reserve in Nepal?,Koshi Tappu,Shivapuri,Annapurna,All,D,All reserves Common trap: picking a value close to the correct one without applying the formula.
bio_eco_047,Biology,Ecology,Biodiversity,Red data book contains?,Plants only,Animals only,Endangered species,Medicinal plants,C,Endangered species Common trap: picking a value close to the correct one without applying the formula.
bio_eco_048,Biology,Ecology,Ecosystem,Food chain starts with?,Herbivore,Carnivore,Producer,Decomposer,C,Producers Common trap: picking a value close to the correct one without applying the formula.
bio_eco_049,Biology,Ecology,Cycles,Nitrogen fixation by?,Rhizobium,E.coli,Azotobacter,All,D,Symbiotic+free-living bacteria Common trap: picking a value close to the correct one without applying the formula.
bio_eco_050,Biology,Ecology,Cycles,Carbon fixed during?,Respiration,Fermentation,Photosynthesis,Combustion,C,CO₂ used in photosynthesis Common trap: picking a value close to the correct one without applying the formula.
bio_gen_061,Biology,Genetics,Mendel,Law of independent assortment applies when?,Genes linked,Genes on diff chromosomes,Same allele,Same gene,B,Unlinked genes assort independently Common trap: picking a value close to the correct one without applying the formula.
bio_gen_062,Biology,Genetics,DNA,Which base pairs with cytosine?,Adenine,Thymine,Guanine,Uracil,C,C≡G pair Common trap: picking a value close to the correct one without applying the formula.
bio_gen_063,Biology,Genetics,DNA,DNA replication direction?,3’→5’,5’→3’,Both,Random,B,DNA polymerase adds 5’→3’ Common trap: picking a value close to the correct one without applying the formula.
bio_gen_064,Biology,Genetics,RNA,mRNA carries?,Enzyme,Genetic code,Ribosomes,Proteins,B,Carries genetic message Common trap: picking a value close to the correct one without applying the formula.
bio_gen_065,Biology,Genetics,Chromosomes,Chromosome number in human gamete?,23,46,92,22,A,Gametes haploid=23 Common trap: picking a value close to the correct one without applying the formula.
bio_gen_066,Biology,Genetics,Chromosomes,Autosomes in humans?,22 pairs,23 pairs,21 pairs,20 pairs,A,22 pairs autosomes Common trap: picking a value close to the correct one without applying the formula.
bio_gen_067,Biology,Genetics,Mutation,Frame-shift mutation due to?,Insertion,Deletion,Both,None,C,Both insertion/deletion shift code Common trap: picking a value close to the correct one without applying the formula.
bio_gen_068,Biology,Genetics,Mutation,Mutations in somatic cells are?,Heritable,Non-heritable,Always lethal,Always silent,B,Not passed to offspring Common trap: picking a value close to the correct one without applying the formula.
bio_gen_069,Biology,Genetics,Techniques,PCR used for?,Amplifying DNA,Protein synthesis,Translation,Cell division,A,PCR amplifies DNA Common trap: picking a value close to the correct one without applying the formula.
bio_gen_070,Biology,Genetics,Techniques,Gel electrophoresis separates?,DNA by size,DNA by color,Proteins by taste,Lipids by solubility,A,DNA moves by size in gel Common trap: picking a value close to the correct one without applying the formula.
bio_phy_061,Biology,Human Physiology,Circulatory,Blood cells that fight infection?,RBC,Platelets,WBC,Plasma proteins,C,WBCs are immune cells Common trap: picking a value close to the correct one without applying the formula.
bio_phy_062,Biology,Human Physiology,Circulatory,Pacemaker of heart?,AV node,SA node,Bundle of His,Purkinje fibres,B,SA node sets rhythm Common trap: picking a value close to the correct one without applying the formula.
bio_phy_063,Biology,Human Physiology,Circulatory,Pulmonary vein carries?,Oxygenated,Deoxygenated,Both,None,A,Carries oxygenated blood Common trap: picking a value close to the correct one without applying the formula.
